 ,Area,X,Y,Perim.,BX,BY,Width,Height,Circ.,Feret,FeretX,FeretY,FeretAngle,MinFeret,AR,Round,Solidity,Class
1,36,685.028,173.333,21.314,682,170,6,7,0.996,8.602,683,177,54.462,6.000,1.296,0.771,0.935,cell
2,74,642.770,183.068,30.971,638,178,9,10,0.969,11.662,640,188,59.036,9.000,1.183,0.845,0.931,cell
3,49,801.867,183.112,25.556,799,178,6,10,0.943,10.440,800,188,73.301,6.000,1.628,0.614,0.925,cell
4,38,751.447,184.053,22.971,748,180,7,8,0.905,8.602,750,180,125.538,6.708,1.295,0.772,0.854,cell
5,64,910.250,186.078,28.971,906,182,9,9,0.958,11.402,906,190,37.875,8.485,1.303,0.767,0.928,cell
6,51,733.088,187.559,28.971,729,183,8,10,0.764,12.207,730,183,124.992,7.273,1.995,0.501,0.836,cell
7,40,828.400,190.950,22.971,825,187,7,8,0.953,8.544,827,195,69.444,7.000,1.196,0.836,0.870,cell
8,26,675.846,190.231,17.899,673,188,6,5,1.000,7.211,673,192,33.690,5.000,1.242,0.805,0.945,cell
9,193,704.365,207.246,79.397,698,197,14,21,0.385,22.472,701,197,110.854,14.000,1.669,0.599,0.761,cell
10,37,819.500,233.500,22.142,817,229,5,9,0.948,9.487,818,229,108.435,5.000,1.735,0.576,0.925,cell
11,30,866.033,231.700,22.385,862,229,8,6,0.752,8.246,862,230,165.964,6.000,1.475,0.678,0.779,cell
12,27,927.019,233.500,19.314,923,231,7,5,0.910,7.616,923,234,23.199,5.000,1.364,0.733,0.900,cell
13,25,960.420,234.340,18.142,958,231,5,7,0.954,7.616,959,238,66.801,5.000,1.498,0.668,0.862,cell
14,28,576.000,240.500,18.485,573,238,6,5,1.000,7.810,573,238,140.194,5.000,1.266,0.790,0.966,cell
15,35,888.129,246.729,20.728,885,243,6,7,1.000,8.062,886,250,60.255,6.000,1.169,0.856,0.921,cell
16,47,724.947,247.351,23.556,721,244,8,7,1.000,8.944,721,245,153.435,7.000,1.155,0.866,0.931,cell
17,26,598.962,250.615,20.728,597,247,4,8,0.760,8.544,597,247,110.556,4.000,1.948,0.513,0.897,cell
18,46,576.783,265.196,29.213,572,262,10,6,0.677,11.180,572,263,153.435,6.000,2.014,0.496,0.836,cell
19,53,544.330,276.821,25.799,540,273,9,8,1.000,10.296,540,274,150.945,7.603,1.368,0.731,0.898,cell
20,49,720.500,278.622,24.385,716,275,9,7,1.000,9.487,716,277,161.565,7.000,1.299,0.770,0.907,cell
21,26,608.615,280.846,17.899,606,278,5,6,1.000,7.810,606,278,129.806,5.000,1.392,0.719,0.945,cell
