 ,Area,X,Y,Perim.,BX,BY,Width,Height,Circ.,Feret,FeretX,FeretY,FeretAngle,MinFeret,AR,Round,Solidity,Class
1,39,576.013,113.833,24.385,573,110,7,8,0.824,8.602,573,117,35.538,7.000,1.100,0.909,0.839,cell
2,43,611.314,117.570,24.971,608,113,7,9,0.867,9.487,609,122,71.565,7.000,1.229,0.814,0.843,cell
3,40,711.900,120.475,23.556,709,116,6,9,0.906,9.434,710,116,122.005,6.000,1.498,0.668,0.889,cell
4,40,543.800,122.200,25.213,540,118,8,8,0.791,8.944,540,124,26.565,7.071,1.228,0.814,0.816,cell
5,53,768.991,121.802,26.627,764,118,10,8,0.939,10.198,764,121,168.690,8.000,1.279,0.782,0.876,cell
6,33,708.773,137.318,22.142,706,133,6,8,0.846,8.602,707,133,125.538,6.000,1.318,0.759,0.825,cell
7,164,507.482,153.732,63.012,499,146,15,18,0.519,20.000,501,148,126.870,14.647,1.350,0.740,0.794,cell
8,44,617.364,149.023,23.556,613,146,9,6,0.996,9.487,613,147,161.565,6.000,1.493,0.670,0.917,cell
9,28,456.250,154.000,21.556,453,151,7,6,0.757,8.062,453,156,29.745,6.000,1.374,0.728,0.789,cell
10,134,837.881,174.776,59.255,830,168,16,15,0.480,17.889,830,170,153.435,14.311,1.159,0.863,0.722,cell
11,41,484.963,184.939,24.142,482,181,6,8,0.884,9.434,483,189,57.995,6.000,1.289,0.776,0.911,cell
12,49,708.929,189.520,25.799,705,185,8,9,0.925,9.849,707,194,66.038,7.603,1.329,0.752,0.867,cell
13,49,451.541,190.337,27.213,447,186,9,8,0.831,9.487,447,192,18.435,8.000,1.125,0.889,0.852,cell
14,50,746.800,193.160,25.213,742,189,9,8,0.988,9.487,742,194,18.435,8.000,1.137,0.880,0.877,cell
15,58,572.793,195.103,27.213,569,190,8,10,0.984,10.440,571,190,106.699,8.000,1.245,0.803,0.892,cell
16,31,630.339,197.661,26.971,626,195,8,6,0.536,8.944,626,200,26.565,6.000,1.414,0.707,0.713,cell
